Fecha,Hora,Place,humedad_suelo,humedad_amb,temperatura
26 02 23,21:16:09,cuarto,73.96679%,31%,24C
26 02 23,21:16:16,sala,49%,42.20%,23.80C
26 02 23,21:16:16,cuarto,74.16359%,30%,24C
26 02 23,21:16:23,sala,49%,42.10%,23.80C
26 02 23,21:16:23,cuarto,74.6064%,30%,24C
26 02 23,21:16:31,sala,49%,42.00%,23.80C
26 02 23,21:16:31,cuarto,74.16359%,30%,24C
26 02 23,21:16:38,sala,49%,42.20%,23.90C
26 02 23,21:16:38,cuarto,74.5572%,30%,24C
26 02 23,21:16:45,sala,49%,42.40%,23.90C
26 02 23,21:16:45,cuarto,74.45879%,30%,24C
26 02 23,21:16:52,sala,49%,42.80%,23.90C
26 02 23,21:16:52,cuarto,74.31119%,29%,24C
26 02 23,21:17:00,sala,49%,43.30%,23.80C
26 02 23,21:17:00,cuarto,74.21279%,29%,24C
26 02 23,21:17:07,sala,49%,43.50%,23.90C
26 02 23,21:17:07,cuarto,74.06519%,29%,24C
26 02 23,21:17:14,sala,49%,43.50%,23.90C
26 02 23,21:17:14,cuarto,74.01599%,29%,24C
26 02 23,21:17:21,sala,49%,43.40%,23.90C
26 02 23,21:17:21,cuarto,74.40959%,29%,24C
26 02 23,21:17:29,sala,49%,43.40%,23.90C
26 02 23,21:17:29,cuarto,74.40959%,29%,24C
26 02 23,21:17:36,sala,49%,43.30%,23.90C
26 02 23,21:17:36,cuarto,74.11439%,29%,24C
26 02 23,21:17:43,sala,49%,43.30%,23.90C
26 02 23,21:17:43,cuarto,74.45879%,29%,24C
26 02 23,21:17:51,sala,49%,43.30%,23.90C
26 02 23,21:17:51,cuarto,74.45879%,29%,24C
26 02 23,21:17:58,sala,49%,43.30%,23.90C
26 02 23,21:17:58,cuarto,74.21279%,29%,24C
26 02 23,21:18:05,sala,49%,43.40%,23.90C
26 02 23,21:18:05,cuarto,74.50799%,29%,24C
26 02 23,21:18:12,sala,49%,43.40%,23.90C
26 02 23,21:18:12,cuarto,74.11439%,29%,24C
26 02 23,21:18:20,sala,49%,43.30%,23.90C
26 02 23,21:18:20,cuarto,73.96679%,29%,24C
26 02 23,21:18:27,sala,49%,43.20%,23.90C
26 02 23,21:18:27,cuarto,74.21279%,29%,24C
26 02 23,21:18:34,sala,49%,43.30%,23.90C
26 02 23,21:18:34,cuarto,74.31119%,29%,24C
26 02 23,21:18:41,sala,49%,43.30%,23.90C
26 02 23,21:18:41,cuarto,74.31119%,29%,24C
26 02 23,21:18:49,sala,49%,43.30%,23.90C
26 02 23,21:18:49,cuarto,74.6064%,29%,24C
26 02 23,21:18:56,sala,49%,43.30%,23.90C
26 02 23,21:18:56,cuarto,74.26199%,29%,24C
26 02 23,21:19:03,sala,49%,43.30%,24.00C
26 02 23,21:19:03,cuarto,74.01599%,29%,24C
26 02 23,21:19:11,sala,49%,42.80%,23.90C
26 02 23,21:19:11,cuarto,74.50799%,29%,24C
26 02 23,21:19:18,sala,49%,42.30%,23.90C
26 02 23,21:19:18,cuarto,74.11439%,29%,24C
26 02 23,21:19:25,sala,49%,42.20%,24.00C
26 02 23,21:19:25,cuarto,74.06519%,29%,24C
26 02 23,21:19:40,sala,49%,42.00%,24.00C
26 02 23,21:19:40,cuarto,74.06519%,29%,24C
26 02 23,21:19:47,sala,49%,42.20%,23.90C
26 02 23,21:19:47,cuarto,74.40959%,29%,24C
26 02 23,21:19:54,sala,49%,42.10%,23.90C
26 02 23,21:19:54,cuarto,74.50799%,29%,24C
26 02 23,21:20:01,sala,49%,41.90%,23.90C
26 02 23,21:20:01,cuarto,74.754%,29%,24C
26 02 23,21:20:52,sala,49%,42.90%,23.90C
26 02 23,21:20:52,cuarto,74.26199%,30%,24C
26 02 23,21:21:00,sala,49%,42.70%,23.90C
26 02 23,21:21:00,cuarto,73.96679%,30%,24C
26 02 23,21:21:07,sala,49%,42.50%,23.90C
26 02 23,21:21:07,cuarto,74.50799%,30%,24C
26 02 23,21:21:14,sala,49%,42.60%,23.90C
26 02 23,21:21:14,cuarto,74.21279%,30%,24C
26 02 23,21:21:22,sala,49%,42.70%,23.90C
26 02 23,21:21:22,cuarto,74.06519%,30%,24C
26 02 23,21:21:29,sala,49%,42.80%,23.90C
26 02 23,21:21:29,cuarto,74.21279%,30%,24C
26 02 23,21:21:36,sala,49%,42.90%,23.90C
26 02 23,21:21:36,cuarto,74.31119%,30%,24C
26 02 23,21:21:43,sala,49%,43.20%,24.00C
26 02 23,21:21:43,cuarto,74.45879%,30%,24C
26 02 23,21:21:51,sala,49%,43.20%,23.90C
26 02 23,21:21:51,cuarto,74.26199%,30%,24C
26 02 23,21:21:58,sala,49%,43.30%,23.90C
26 02 23,21:21:58,cuarto,74.16359%,30%,24C
26 02 23,21:22:05,sala,49%,43.40%,23.90C
26 02 23,21:22:05,cuarto,74.40959%,30%,24C
26 02 23,21:22:12,sala,49%,43.60%,24.00C
26 02 23,21:22:12,cuarto,74.6064%,30%,24C
26 02 23,21:22:20,sala,49%,43.60%,24.00C
26 02 23,21:22:20,cuarto,74.11439%,30%,24C
26 02 23,21:22:27,sala,49%,43.60%,24.00C
26 02 23,21:22:27,cuarto,74.65559%,30%,24C
26 02 23,21:22:34,sala,49%,43.60%,24.00C
26 02 23,21:22:34,cuarto,74.3604%,30%,24C
26 02 23,21:22:42,sala,49%,43.30%,24.00C
26 02 23,21:22:42,cuarto,74.70479%,30%,24C
26 02 23,21:22:56,sala,49%,42.70%,24.00C
26 02 23,21:22:56,cuarto,74.11439%,30%,24C
26 02 23,21:23:11,sala,49%,42.80%,24.00C
26 02 23,21:23:11,cuarto,74.6064%,30%,24C
26 02 23,21:23:18,sala,49%,43.20%,24.00C
26 02 23,21:23:18,cuarto,73.96679%,30%,24C
26 02 23,21:23:25,sala,49%,43.30%,24.00C
26 02 23,21:23:25,cuarto,74.70479%,29%,24C
26 02 23,21:23:32,sala,49%,43.30%,24.00C
26 02 23,21:23:32,cuarto,74.01599%,29%,24C
26 02 23,21:23:40,sala,49%,43.60%,24.00C
26 02 23,21:23:40,cuarto,74.26199%,29%,24C
26 02 23,21:23:54,sala,49%,43.20%,24.00C
26 02 23,21:23:54,cuarto,74.70479%,29%,24C
26 02 23,21:24:02,sala,49%,42.20%,24.00C
26 02 23,21:24:02,cuarto,74.31119%,30%,24C
26 02 23,21:24:09,sala,49%,42.10%,24.00C
26 02 23,21:24:09,cuarto,74.31119%,30%,24C
26 02 23,21:24:16,sala,49%,42.20%,23.90C
26 02 23,21:24:16,cuarto,73.96679%,30%,24C
26 02 23,21:24:23,sala,49%,42.20%,23.90C
26 02 23,21:24:23,cuarto,74.21279%,30%,24C
26 02 23,21:24:31,sala,49%,42.30%,23.90C
26 02 23,21:24:31,cuarto,73.96679%,30%,24C
26 02 23,21:24:38,sala,49%,42.50%,23.90C
26 02 23,21:24:38,cuarto,74.40959%,30%,24C
26 02 23,21:24:45,sala,49%,42.80%,23.90C
26 02 23,21:24:45,cuarto,74.31119%,30%,24C
26 02 23,21:24:53,sala,49%,42.70%,23.90C
26 02 23,21:24:53,cuarto,74.40959%,30%,24C
26 02 23,21:25:00,sala,49%,42.90%,23.90C
26 02 23,21:25:00,cuarto,74.45879%,30%,24C
26 02 23,21:25:14,sala,49%,42.80%,23.90C
26 02 23,21:25:14,cuarto,74.5572%,30%,24C
26 02 23,21:25:22,sala,49%,42.50%,23.90C
26 02 23,21:25:22,cuarto,74.40959%,30%,24C
26 02 23,21:25:29,sala,49%,42.70%,23.90C
26 02 23,21:25:29,cuarto,74.40959%,31%,24C
26 02 23,21:25:36,sala,49%,42.90%,23.90C
26 02 23,21:25:36,cuarto,74.01599%,31%,24C
26 02 23,21:25:43,sala,49%,43.10%,23.90C
26 02 23,21:25:43,cuarto,74.70479%,32%,24C
26 02 23,21:25:51,sala,49%,43.30%,23.90C
26 02 23,21:25:51,cuarto,74.21279%,32%,24C
26 02 23,21:25:58,sala,49%,43.60%,23.90C
26 02 23,21:25:58,cuarto,74.45879%,33%,24C
26 02 23,21:26:05,sala,49%,43.70%,23.90C
26 02 23,21:26:05,cuarto,74.26199%,33%,24C
26 02 23,21:26:13,sala,49%,43.60%,23.90C
26 02 23,21:26:13,cuarto,74.65559%,33%,24C
26 02 23,21:26:20,sala,49%,43.60%,23.90C
26 02 23,21:26:20,cuarto,74.06519%,32%,24C
26 02 23,21:26:27,sala,49%,43.50%,24.00C
26 02 23,21:26:27,cuarto,74.21279%,32%,24C
26 02 23,21:26:34,sala,49%,43.60%,24.00C
26 02 23,21:26:34,cuarto,74.06519%,32%,24C
26 02 23,21:26:42,sala,49%,43.20%,24.00C
26 02 23,21:26:42,cuarto,74.6064%,31%,24C
26 02 23,21:26:49,sala,49%,42.60%,24.00C
26 02 23,21:26:49,cuarto,73.96679%,31%,24C
26 02 23,21:26:56,sala,49%,42.30%,24.00C
26 02 23,21:26:56,cuarto,74.40959%,31%,24C
26 02 23,21:27:03,sala,49%,42.10%,24.00C
26 02 23,21:27:03,cuarto,74.70479%,31%,24C
26 02 23,21:27:11,sala,49%,41.90%,23.90C
26 02 23,21:27:11,cuarto,74.26199%,31%,24C
26 02 23,21:27:18,sala,49%,42.00%,23.90C
26 02 23,21:27:18,cuarto,74.5572%,31%,24C
26 02 23,21:27:25,sala,49%,42.10%,23.90C
26 02 23,21:27:25,cuarto,74.31119%,31%,24C
26 02 23,21:27:33,sala,49%,42.00%,24.00C
26 02 23,21:27:33,cuarto,74.26199%,31%,24C
26 02 23,21:27:40,sala,49%,42.00%,23.90C
26 02 23,21:27:40,cuarto,74.06519%,31%,24C
26 02 23,21:27:47,sala,49%,42.00%,23.90C
26 02 23,21:27:47,cuarto,74.45879%,31%,24C
26 02 23,21:28:02,sala,49%,42.00%,23.90C
26 02 23,21:28:02,cuarto,74.45879%,31%,24C
26 02 23,21:28:09,sala,49%,42.30%,23.80C
26 02 23,21:28:09,cuarto,74.26199%,31%,24C
26 02 23,21:28:16,sala,49%,42.50%,23.80C
26 02 23,21:28:16,cuarto,74.45879%,31%,24C
26 02 23,21:28:24,sala,49%,42.50%,23.80C
26 02 23,21:28:24,cuarto,74.8032%,31%,24C
26 02 23,21:28:31,sala,49%,42.40%,23.80C
26 02 23,21:28:31,cuarto,73.96679%,31%,24C
26 02 23,21:28:38,sala,49%,42.60%,23.80C
26 02 23,21:28:38,cuarto,74.06519%,31%,24C
26 02 23,21:28:45,sala,49%,42.60%,23.80C
26 02 23,21:28:45,cuarto,74.31119%,31%,24C
26 02 23,21:28:53,sala,49%,42.40%,23.80C
26 02 23,21:28:53,cuarto,74.40959%,31%,24C
26 02 23,21:29:00,sala,49%,42.70%,23.80C
26 02 23,21:29:00,cuarto,74.26199%,31%,24C
26 02 23,21:29:07,sala,49%,43.10%,23.80C
26 02 23,21:29:07,cuarto,74.50799%,31%,24C
26 02 23,21:29:14,sala,49%,43.10%,23.80C
26 02 23,21:29:14,cuarto,74.50799%,31%,24C
26 02 23,21:29:22,sala,49%,43.00%,23.80C
26 02 23,21:29:22,cuarto,74.50799%,31%,24C
26 02 23,21:29:29,sala,49%,43.00%,23.80C
26 02 23,21:29:29,cuarto,74.40959%,31%,24C
26 02 23,21:29:36,sala,49%,42.80%,23.80C
26 02 23,21:29:36,cuarto,74.01599%,31%,24C
26 02 23,21:29:44,sala,49%,43.10%,23.80C
26 02 23,21:29:44,cuarto,74.70479%,31%,24C
26 02 23,21:29:51,sala,49%,43.50%,23.80C
26 02 23,21:29:51,cuarto,74.31119%,31%,24C
26 02 23,21:29:58,sala,49%,43.30%,23.80C
26 02 23,21:29:58,cuarto,74.26199%,32%,24C
26 02 23,21:30:20,sala,49%,43.30%,23.80C
26 02 23,21:30:20,cuarto,74.06519%,32%,24C
26 02 23,21:30:27,sala,49%,43.20%,23.80C
26 02 23,21:30:27,cuarto,74.11439%,32%,24C
26 02 23,21:30:34,sala,49%,43.20%,23.80C
26 02 23,21:30:34,cuarto,74.26199%,31%,24C
26 02 23,21:30:42,sala,49%,43.30%,23.80C
26 02 23,21:30:42,cuarto,74.21279%,31%,24C
26 02 23,21:30:49,sala,49%,43.00%,23.80C
26 02 23,21:30:49,cuarto,74.21279%,31%,24C
26 02 23,21:30:56,sala,49%,42.60%,23.80C
26 02 23,21:30:56,cuarto,74.01599%,31%,24C
26 02 23,21:31:04,sala,49%,42.80%,23.80C
26 02 23,21:31:04,cuarto,74.11439%,31%,24C
26 02 23,21:31:11,sala,49%,43.10%,23.80C
26 02 23,21:31:11,cuarto,74.21279%,31%,24C
26 02 23,21:31:18,sala,49%,42.80%,23.80C
26 02 23,21:31:18,cuarto,74.06519%,31%,24C
26 02 23,21:31:25,sala,49%,42.90%,23.80C
26 02 23,21:31:25,cuarto,74.11439%,32%,24C
26 02 23,21:31:33,sala,49%,43.10%,23.80C
26 02 23,21:31:33,cuarto,74.40959%,32%,24C
26 02 23,21:31:40,sala,49%,43.40%,23.80C
26 02 23,21:31:40,cuarto,74.11439%,31%,24C
26 02 23,21:31:47,sala,49%,43.50%,23.80C
26 02 23,21:31:47,cuarto,74.11439%,31%,24C
26 02 23,21:31:54,sala,49%,43.50%,23.80C
26 02 23,21:31:54,cuarto,74.31119%,31%,24C
26 02 23,21:32:02,sala,49%,43.50%,23.80C
26 02 23,21:32:02,cuarto,74.31119%,31%,24C
26 02 23,21:32:09,sala,49%,43.10%,23.80C
26 02 23,21:32:09,cuarto,74.06519%,31%,24C
26 02 23,21:32:16,sala,49%,43.20%,23.80C
26 02 23,21:32:16,cuarto,74.21279%,31%,24C
26 02 23,21:32:24,sala,49%,43.10%,23.80C
26 02 23,21:32:24,cuarto,74.11439%,31%,24C
26 02 23,21:32:31,sala,49%,42.80%,23.80C
26 02 23,21:32:31,cuarto,74.31119%,31%,24C
26 02 23,21:32:38,sala,49%,42.50%,23.80C
26 02 23,21:32:38,cuarto,74.45879%,31%,24C
26 02 23,21:32:45,sala,49%,42.40%,23.80C
26 02 23,21:32:45,cuarto,74.45879%,31%,24C
26 02 23,21:32:53,sala,49%,42.60%,23.80C
26 02 23,21:32:53,cuarto,74.16359%,31%,24C
26 02 23,21:33:00,sala,49%,42.80%,23.80C
26 02 23,21:33:00,cuarto,74.31119%,31%,24C
26 02 23,21:33:07,sala,49%,42.90%,23.80C
26 02 23,21:33:07,cuarto,74.70479%,31%,24C
26 02 23,21:33:15,sala,49%,42.90%,23.80C
26 02 23,21:33:15,cuarto,73.96679%,31%,24C
26 02 23,21:33:22,sala,49%,43.10%,23.80C
26 02 23,21:33:22,cuarto,74.45879%,31%,24C
26 02 23,21:33:29,sala,49%,43.50%,23.80C
26 02 23,21:33:29,cuarto,74.6064%,31%,24C
26 02 23,21:33:36,sala,49%,43.60%,23.80C
26 02 23,21:33:36,cuarto,74.31119%,31%,24C
26 02 23,21:33:44,sala,49%,44.00%,23.80C
26 02 23,21:33:44,cuarto,74.21279%,31%,24C
26 02 23,21:33:51,sala,49%,43.70%,23.80C
26 02 23,21:33:51,cuarto,74.70479%,31%,24C
26 02 23,21:33:58,sala,49%,43.90%,23.80C
26 02 23,21:33:58,cuarto,74.21279%,31%,24C
26 02 23,21:34:05,sala,49%,44.30%,23.80C
26 02 23,21:34:05,cuarto,74.21279%,32%,24C
26 02 23,21:34:13,sala,49%,44.40%,23.80C
26 02 23,21:34:13,cuarto,74.21279%,31%,24C
26 02 23,21:34:20,sala,49%,44.50%,23.80C
26 02 23,21:34:20,cuarto,74.6064%,31%,24C
26 02 23,21:34:27,sala,49%,44.40%,23.80C
26 02 23,21:34:27,cuarto,74.06519%,31%,24C
26 02 23,21:34:35,sala,49%,44.20%,23.80C
26 02 23,21:34:35,cuarto,74.21279%,31%,24C
26 02 23,21:34:42,sala,49%,44.10%,23.80C
26 02 23,21:34:42,cuarto,73.96679%,31%,24C
26 02 23,21:34:49,sala,49%,43.80%,23.80C
26 02 23,21:34:49,cuarto,74.01599%,31%,24C
26 02 23,21:34:56,sala,49%,43.70%,23.80C
26 02 23,21:34:56,cuarto,74.45879%,31%,24C
26 02 23,21:35:04,sala,49%,43.70%,23.80C
26 02 23,21:35:04,cuarto,73.96679%,31%,24C
26 02 23,21:35:11,sala,49%,43.90%,23.80C
26 02 23,21:35:11,cuarto,74.6064%,31%,24C
26 02 23,21:35:18,sala,49%,44.00%,23.90C
26 02 23,21:35:18,cuarto,74.06519%,31%,24C
26 02 23,21:35:25,sala,49%,44.00%,23.80C
26 02 23,21:35:25,cuarto,74.01599%,31%,24C
26 02 23,21:35:33,sala,49%,44.10%,23.90C
26 02 23,21:35:33,cuarto,74.21279%,31%,24C
26 02 23,21:35:40,sala,49%,44.20%,23.90C
26 02 23,21:35:40,cuarto,73.91759%,31%,24C
26 02 23,21:35:47,sala,49%,44.10%,23.90C
26 02 23,21:35:47,cuarto,74.45879%,31%,24C
26 02 23,21:35:55,sala,49%,44.20%,23.90C
26 02 23,21:35:55,cuarto,74.45879%,31%,24C
26 02 23,21:36:02,sala,49%,44.20%,23.90C
26 02 23,21:36:02,cuarto,74.01599%,31%,24C
26 02 23,21:36:09,sala,49%,44.00%,23.90C
26 02 23,21:36:09,cuarto,74.31119%,31%,24C
26 02 23,21:36:16,sala,49%,44.00%,23.90C
26 02 23,21:36:16,cuarto,74.21279%,30%,24C
26 02 23,21:36:24,sala,49%,44.10%,23.90C
26 02 23,21:36:24,cuarto,74.6064%,30%,24C
26 02 23,21:36:31,sala,49%,44.20%,23.90C
26 02 23,21:36:31,cuarto,74.26199%,30%,24C
26 02 23,21:36:38,sala,49%,44.20%,23.90C
26 02 23,21:36:38,cuarto,73.96679%,30%,24C
26 02 23,21:36:45,sala,49%,44.20%,23.90C
26 02 23,21:36:45,cuarto,74.21279%,30%,24C
26 02 23,21:36:53,sala,49%,44.10%,23.90C
26 02 23,21:36:53,cuarto,74.40959%,30%,24C
26 02 23,21:37:00,sala,49%,44.20%,23.90C
26 02 23,21:37:00,cuarto,74.26199%,31%,24C
26 02 23,21:37:07,sala,49%,44.20%,23.90C
26 02 23,21:37:07,cuarto,74.40959%,31%,24C
26 02 23,21:37:15,sala,49%,44.20%,23.90C
26 02 23,21:37:15,cuarto,74.01599%,30%,24C
26 02 23,21:37:22,sala,49%,44.20%,23.90C
26 02 23,21:37:22,cuarto,74.5572%,30%,24C
26 02 23,21:37:29,sala,49%,44.20%,23.90C
26 02 23,21:37:29,cuarto,74.06519%,30%,24C
26 02 23,21:37:36,sala,49%,44.20%,23.90C
26 02 23,21:37:36,cuarto,74.31119%,30%,24C
26 02 23,21:37:44,sala,49%,44.20%,23.90C
26 02 23,21:37:44,cuarto,74.21279%,30%,24C
26 02 23,21:37:51,sala,49%,44.20%,24.00C
26 02 23,21:37:51,cuarto,74.40959%,30%,24C
26 02 23,21:37:58,sala,49%,44.20%,24.00C
26 02 23,21:37:58,cuarto,74.21279%,30%,24C
26 02 23,21:38:06,sala,49%,44.10%,24.00C
26 02 23,21:38:06,cuarto,74.16359%,30%,24C
26 02 23,21:38:13,sala,49%,44.20%,24.00C
26 02 23,21:38:13,cuarto,74.21279%,30%,24C
26 02 23,21:38:27,sala,49%,43.60%,24.00C
26 02 23,21:38:27,cuarto,74.45879%,30%,24C
26 02 23,21:38:35,sala,49%,43.50%,24.00C
26 02 23,21:38:35,cuarto,74.40959%,30%,24C
26 02 23,21:38:42,sala,49%,43.80%,24.00C
26 02 23,21:38:42,cuarto,74.31119%,29%,24C
26 02 23,21:38:49,sala,49%,43.90%,24.00C
26 02 23,21:38:49,cuarto,74.45879%,29%,24C
26 02 23,21:38:56,sala,49%,43.90%,24.00C
26 02 23,21:38:56,cuarto,74.21279%,29%,24C
26 02 23,21:39:04,sala,49%,43.90%,24.00C
26 02 23,21:39:04,cuarto,74.11439%,29%,24C
26 02 23,21:39:11,sala,49%,44.00%,24.00C
26 02 23,21:39:11,cuarto,74.5572%,29%,24C
26 02 23,21:39:18,sala,49%,43.90%,24.00C
26 02 23,21:39:18,cuarto,74.11439%,29%,24C
26 02 23,21:39:26,sala,49%,43.90%,24.00C
26 02 23,21:39:26,cuarto,73.96679%,29%,24C
26 02 23,21:39:33,sala,49%,43.80%,24.00C
26 02 23,21:39:33,cuarto,74.26199%,29%,24C
26 02 23,21:39:40,sala,49%,43.80%,24.00C
26 02 23,21:39:40,cuarto,74.50799%,29%,24C
26 02 23,21:39:47,sala,49%,43.70%,24.00C
26 02 23,21:39:47,cuarto,74.6064%,29%,24C
26 02 23,21:39:55,sala,49%,43.70%,24.00C
26 02 23,21:39:55,cuarto,74.16359%,29%,24C
26 02 23,21:40:02,sala,49%,43.60%,24.00C
26 02 23,21:40:02,cuarto,74.01599%,29%,24C
26 02 23,21:40:24,sala,49%,43.70%,24.00C
26 02 23,21:40:24,cuarto,74.21279%,29%,24C
26 02 23,21:40:31,sala,49%,43.60%,24.00C
26 02 23,21:40:31,cuarto,74.21279%,29%,24C
26 02 23,21:40:38,sala,49%,43.60%,24.00C
26 02 23,21:40:38,cuarto,74.26199%,29%,24C
26 02 23,21:40:46,sala,49%,43.60%,24.00C
26 02 23,21:40:46,cuarto,74.21279%,29%,24C
26 02 23,21:40:53,sala,49%,43.60%,24.00C
26 02 23,21:40:53,cuarto,74.21279%,29%,24C
26 02 23,21:41:00,sala,49%,43.60%,24.00C
26 02 23,21:41:00,cuarto,74.26199%,29%,24C
26 02 23,21:41:07,sala,49%,43.60%,24.00C
26 02 23,21:41:07,cuarto,74.26199%,29%,24C
26 02 23,21:41:15,sala,49%,43.60%,24.00C
26 02 23,21:41:15,cuarto,74.11439%,29%,24C
26 02 23,21:41:22,sala,49%,43.60%,24.00C
26 02 23,21:41:22,cuarto,74.754%,29%,24C
26 02 23,21:41:29,sala,49%,43.50%,24.00C
26 02 23,21:41:29,cuarto,74.06519%,29%,24C
26 02 23,21:41:36,sala,49%,43.50%,24.00C
26 02 23,21:41:36,cuarto,74.16359%,29%,24C
26 02 23,21:41:44,sala,49%,43.60%,24.00C
26 02 23,21:41:44,cuarto,74.21279%,29%,24C
26 02 23,21:41:51,sala,49%,43.70%,24.10C
26 02 23,21:41:51,cuarto,74.26199%,29%,24C
26 02 23,21:41:58,sala,49%,43.80%,24.10C
26 02 23,21:41:58,cuarto,74.45879%,30%,24C
26 02 23,21:42:06,sala,49%,44.00%,24.10C
26 02 23,21:42:06,cuarto,74.45879%,30%,24C
26 02 23,21:42:13,sala,49%,44.00%,24.10C
26 02 23,21:42:13,cuarto,74.5572%,30%,24C
26 02 23,21:42:20,sala,49%,44.00%,24.10C
26 02 23,21:42:20,cuarto,74.26199%,30%,24C
26 02 23,21:42:27,sala,49%,43.50%,24.10C
26 02 23,21:42:27,cuarto,74.11439%,30%,24C
26 02 23,21:42:35,sala,49%,43.20%,24.10C
26 02 23,21:42:35,cuarto,74.50799%,30%,24C
26 02 23,21:42:42,sala,49%,43.30%,24.10C
26 02 23,21:42:42,cuarto,74.11439%,30%,24C
26 02 23,21:42:49,sala,49%,43.30%,24.10C
26 02 23,21:42:49,cuarto,74.01599%,30%,24C
26 02 23,21:42:57,sala,49%,43.10%,24.10C
26 02 23,21:42:57,cuarto,74.11439%,30%,24C
26 02 23,21:43:04,sala,49%,42.80%,24.10C
26 02 23,21:43:04,cuarto,74.26199%,30%,24C
26 02 23,21:43:11,sala,49%,42.60%,24.10C
26 02 23,21:43:11,cuarto,74.21279%,30%,24C
26 02 23,21:43:18,sala,49%,42.40%,24.10C
26 02 23,21:43:18,cuarto,74.50799%,30%,24C
26 02 23,21:43:26,sala,49%,42.40%,24.10C
26 02 23,21:43:26,cuarto,73.96679%,30%,24C
26 02 23,21:43:33,sala,49%,42.50%,24.10C
26 02 23,21:43:33,cuarto,74.50799%,30%,24C
26 02 23,21:43:40,sala,49%,42.40%,24.00C
26 02 23,21:43:40,cuarto,74.40959%,30%,24C
26 02 23,21:43:47,sala,49%,42.20%,24.00C
26 02 23,21:43:47,cuarto,74.26199%,30%,24C
26 02 23,21:43:55,sala,49%,42.20%,24.00C
26 02 23,21:43:55,cuarto,74.50799%,30%,24C
26 02 23,21:44:02,sala,49%,42.60%,24.00C
26 02 23,21:44:02,cuarto,74.06519%,30%,24C
26 02 23,21:44:09,sala,49%,42.90%,24.00C
26 02 23,21:44:09,cuarto,74.11439%,30%,24C
26 02 23,21:44:17,sala,49%,43.10%,24.00C
26 02 23,21:44:17,cuarto,73.96679%,31%,24C
26 02 23,21:44:24,sala,49%,43.60%,24.00C
26 02 23,21:44:24,cuarto,74.6064%,31%,24C
26 02 23,21:44:31,sala,49%,43.40%,24.00C
26 02 23,21:44:31,cuarto,74.01599%,31%,24C
26 02 23,21:44:38,sala,49%,43.00%,24.00C
26 02 23,21:44:38,cuarto,74.21279%,32%,24C
26 02 23,21:44:46,sala,49%,42.50%,24.00C
26 02 23,21:44:46,cuarto,74.21279%,31%,24C
26 02 23,21:44:53,sala,49%,42.20%,24.00C
26 02 23,21:44:53,cuarto,74.06519%,31%,24C
26 02 23,21:45:00,sala,49%,42.10%,24.00C
26 02 23,21:45:00,cuarto,74.06519%,31%,24C
26 02 23,21:45:15,sala,49%,42.10%,24.00C
26 02 23,21:45:15,cuarto,74.16359%,30%,24C
26 02 23,21:45:22,sala,49%,42.20%,24.00C
26 02 23,21:45:22,cuarto,74.40959%,30%,24C
26 02 23,21:45:29,sala,49%,42.60%,23.90C
26 02 23,21:45:29,cuarto,74.50799%,30%,24C
26 02 23,21:45:37,sala,49%,42.90%,23.90C
26 02 23,21:45:37,cuarto,74.45879%,30%,24C
26 02 23,21:45:44,sala,49%,42.80%,23.90C
26 02 23,21:45:44,cuarto,74.45879%,30%,24C
26 02 23,21:45:51,sala,49%,42.80%,23.90C
26 02 23,21:45:51,cuarto,74.26199%,31%,24C
26 02 23,21:45:58,sala,49%,42.60%,23.90C
26 02 23,21:45:58,cuarto,74.06519%,32%,24C
26 02 23,21:46:06,sala,49%,42.60%,23.90C
26 02 23,21:46:06,cuarto,74.06519%,32%,24C
26 02 23,21:46:13,sala,49%,42.50%,23.90C
26 02 23,21:46:13,cuarto,74.45879%,32%,24C
26 02 23,21:46:20,sala,49%,42.40%,23.90C
26 02 23,21:46:20,cuarto,74.40959%,32%,24C
26 02 23,21:46:28,sala,49%,42.70%,23.90C
26 02 23,21:46:28,cuarto,74.65559%,32%,24C
26 02 23,21:46:35,sala,49%,42.80%,23.90C
26 02 23,21:46:35,cuarto,74.21279%,32%,24C
26 02 23,21:46:42,sala,49%,42.70%,23.90C
26 02 23,21:46:42,cuarto,74.11439%,32%,24C
26 02 23,21:46:49,sala,49%,42.80%,23.90C
26 02 23,21:46:49,cuarto,74.01599%,31%,24C
26 02 23,21:46:57,sala,49%,43.10%,23.90C
26 02 23,21:46:57,cuarto,73.96679%,31%,24C
26 02 23,21:47:04,sala,49%,43.10%,23.80C
26 02 23,21:47:04,cuarto,74.26199%,31%,24C
26 02 23,21:47:11,sala,49%,43.20%,23.90C
26 02 23,21:47:11,cuarto,74.11439%,31%,24C
26 02 23,21:47:18,sala,49%,43.10%,23.90C
26 02 23,21:47:18,cuarto,74.21279%,31%,24C
26 02 23,21:47:33,sala,49%,43.20%,23.90C
26 02 23,21:47:33,cuarto,74.40959%,30%,24C
26 02 23,21:47:40,sala,49%,42.70%,23.90C
26 02 23,21:47:40,cuarto,74.11439%,31%,24C
26 02 23,21:47:48,sala,49%,42.40%,23.90C
26 02 23,21:47:48,cuarto,73.96679%,30%,24C
26 02 23,21:47:55,sala,49%,42.20%,23.90C
26 02 23,21:47:55,cuarto,74.40959%,31%,24C
26 02 23,21:48:02,sala,49%,42.10%,23.90C
26 02 23,21:48:02,cuarto,74.06519%,31%,24C
26 02 23,21:48:09,sala,49%,42.00%,23.90C
